Majority protein IDs- with isoform information,Replicate,Ratio M/L 1,Ratio M/L 2,Ratio M/L 3,Ratio M/L 4,Ratio M/L 5,Ratio M/L 6,Ratio M/L 7,Ratio M/L 8,Ratio M/L 9,Ratio M/L 10,Ratio M/L 11,Ratio M/L 12,Ratio M/L 13,Ratio M/L 14,Ratio M/L 15,Ratio M/L 16,Ratio M/L 17,Ratio M/L 18,Ratio M/L 19,Ratio M/L 20,Ratio M/L 21,Ratio M/L 22,Ratio M/L 23,Ratio M/L 24,Ratio M/L 25,Ratio M/L 26,Ratio M/L 27,Ratio M/L 28,Ratio M/L 29,Ratio M/L 30,Ratio M/L 31,Ratio M/L 32,Ratio M/L 33,Ratio M/L 34,Ratio M/L 35,Ratio M/L 36,Ratio M/L 37,Ratio M/L 38,Ratio M/L 39,Ratio M/L 40,Ratio M/L 41,Ratio M/L 42,Ratio M/L 43,Ratio M/L 44,Ratio M/L 45,Ratio M/L 46,Ratio M/L 47,Ratio M/L 48,Ratio M/L 49,Ratio M/L 50,Ratio M/L 51,Ratio M/L 52,Ratio M/L 53,Ratio M/L 54,Ratio M/L 55
Q9C0C2,3,NaN,1.0953,2.2375,2.7854,NaN,NaN,NaN,NaN,1.6107,1.4094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7454,NaN,NaN,NaN
Q9C0C7-4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5168,NaN,NaN,1.8578,1.879,1.8667,2.6887,2.1902,2.374,2.2277,2.2164,2.129,2.309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9C0C9,3,0.14103,0.20818,0.38218,0.8476,0.41781,0.31002,0.35298,0.28144,0.36695,0.31646,0.39324,0.49591,0.3848,0.41623,0.41917,0.46754,0.49215,0.62172,0.68712,0.71451,1.0544,1.2892,1.5305,2.2175,2.9953,5.3343,4.5965,6.519,6.0735,5.5317,5.775,5.549,3.9774,3.098,2.6898,1.6624,0.70653,0.31812,0.21351,NaN,NaN,0.46124,NaN,0.19915,0.16731,0.32531,0.63591,0.18053,0.21276,NaN,0.33731,NaN,NaN,NaN,NaN
Q9C0F1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9GZL7,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.43124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8087,NaN,NaN,NaN,2.8937,5.1404,5.2375,3.5636,NaN,NaN,3.3658,2.415,4.2409,3.0955,3.2596,NaN,NaN,3.3913
Q9GZQ3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.75795,0.49218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.2309,2.39,6.9735,7.888,3.0345,2.2046,1.9292,1.2932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9GZS1-2,3,NaN,NaN,NaN,2.4968,3.6982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9GZS3,3,NaN,NaN,1.4105,2.5721,NaN,NaN,NaN,2.0816,NaN,3.1209,6.4906,9.0584,5.3923,3.4089,1.9275,2.6471,1.5832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.419,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9GZT3,3,0.13805,0.27097,0.66968,1.1943,1.3081,1.213,1.4661,1.5975,1.1137,0.89429,0.68368,0.7435,0.49236,0.44712,0.54236,0.27585,0.41926,0.52818,0.31708,0.40754,0.48975,0.49575,0.54847,0.52371,0.43561,1.2675,0.9191,0.83739,0.99073,1.0042,1.4497,2.1807,3.4861,4.9164,3.9726,7.449,9.1316,9.1152,8.3708,4.1113,2.9364,1.7298,0.66916,0.39257,0.30024,NaN,0.62923,NaN,0.22105,NaN,NaN,NaN,NaN,NaN,NaN
Q9GZT8-2,3,0.16396,0.15262,NaN,0.21089,0.16994,NaN,NaN,NaN,0.32157,0.34381,0.11248,0.083607,0.068294,0.36006,0.44689,0.072638,0.07874,0.14907,0.082943,0.16038,0.070594,0.20902,0.11962,0.12914,0.1497,0.12132,0.13775,0.23851,0.33515,0.41508,0.31488,0.38565,0.29933,0.41709,0.84276,1.1867,1.5163,1.4097,1.1787,2.4362,3.3122,3.2446,4.1421,7.8438,2.4226,3.3761,0.93521,0.41265,0.21759,NaN,0.88815,0.22627,NaN,1.0318,0.62103
Q9GZT9-2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.258,NaN,NaN,NaN,9.4855,4.5629,6.3898,NaN,12.722,15.484
Q9GZU8,3,0.075686,0.12799,0.21117,NaN,0.29213,0.1466,0.17473,0.17108,0.1239,0.16472,0.17016,0.15694,0.14436,0.24768,0.18423,0.23147,0.35913,0.55137,0.49399,0.65167,1.1795,0.9377,1.077,0.79459,0.701,0.94353,0.82699,0.89926,0.74641,0.69319,0.68392,1.2541,1.7465,2.5911,2.6261,3.9308,2.4411,1.8681,1.0723,NaN,0.78397,0.92245,0.79522,1.0638,0.94023,0.76155,1.2534,1.4679,1.8088,3.4424,3.6157,3.9838,2.6002,2.1431,1.4128
Q9GZZ9,3,0.40228,0.41566,0.42687,0.44336,0.44953,0.20597,0.24403,0.23517,0.23899,0.15453,0.15789,0.1471,0.30835,0.14265,0.16528,0.15673,0.1739,0.14534,0.38698,0.11341,0.18766,NaN,NaN,0.22012,0.28344,0.30425,0.22404,0.24122,0.22178,0.20335,0.24933,0.31837,0.25676,0.32749,0.28027,0.3059,0.35986,0.50377,0.58848,0.82379,0.90281,1.5297,1.1621,1.1702,1.4828,1.7367,2.5554,3.3699,5.1649,6.3237,3.6643,4.0831,2.1176,1.2521,0.60405
Q9H074,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1674,7.0065,6.5755,2.8434,5.541,NaN,NaN,NaN,NaN,NaN,NaN
Q9H074-3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0682,NaN,NaN,NaN,NaN,NaN,0.36369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7207,2.5589,2.8037,3.1962,9.2093,3.2425,9.0931,10.998,8.8101,1.9956,NaN,NaN
Q9H0B6,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0133,1.1765,1.6352,2.6949,3.3454,3.3597,2.7746,2.2535,2.1474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.902,2.3055,2.3598,2.8213,2.9475,2.0715,2.6961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4347,1.116,NaN,NaN,NaN
Q9H0C8,3,NaN,0.78547,1.048,1.7945,NaN,NaN,NaN,NaN,NaN,1.7244,1.0166,0.99217,NaN,NaN,0.85269,0.91054,1.8012,1.5257,1.3271,0.95884,1.5031,NaN,2.2957,2.7159,1.2621,1.0903,2.0973,NaN,1.273,3.5533,4.7295,4.5983,1.531,1.9189,4.8,4.7561,4.8106,1.6263,1.4726,2.9643,3.9067,2.901,3.9617,4.5083,2.3565,2.2414,2.1966,2.4621,2.1183,2.309,2.5429,2.5222,2.4385,3.9077,3.3122
Q9H0D6,3,1.2302,2.1776,3.017,3.4857,3.3588,2.3836,2.5964,2.3511,2.3275,1.9264,1.915,2.3585,1.3054,1.6213,1.1027,0.87699,0.94264,1.0032,0.88298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.86183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H0E2,3,0.23054,0.4368,0.46899,NaN,NaN,0.32921,0.15656,0.12605,0.13847,0.24637,0.21151,0.32956,NaN,0.21711,NaN,0.24645,0.25817,0.27708,NaN,NaN,0.28476,NaN,NaN,0.36128,0.29985,NaN,NaN,NaN,0.52235,0.60006,0.69075,0.71256,0.91831,1.2955,2.7712,4.1999,5.2089,3.6917,3.8851,3.9414,2.2995,1.853,1.2001,NaN,1.9446,3.1411,2.6406,2.6925,1.3066,NaN,0.59745,NaN,NaN,NaN,NaN
Q9H0H5,3,NaN,NaN,3.4368,5.4055,4.8432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H0K6,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2456,2.2979,2.6497,2.5897,3.6864,2.0136,NaN,NaN,1.4941,1.7752,3.4235,NaN,1.3098,1.8477,NaN,NaN,NaN,NaN,NaN,NaN
Q9H0L4,3,0.86632,1.1535,NaN,1.4706,NaN,NaN,NaN,NaN,NaN,NaN,0.44279,NaN,NaN,NaN,NaN,0.72075,0.88872,1.0602,0.99956,NaN,1.2736,1.7914,1.4655,1.5576,1.2532,1.4655,NaN,1.3921,1.4391,1.507,1.8119,1.9732,1.727,1.6643,1.2799,1.5902,1.1925,1.266,1.2012,NaN,0.95931,NaN,NaN,NaN,NaN,1.6169,2.1584,3.2903,2.6538,2.5934,2.6603,2.3305,NaN,2.0695,NaN
Q9H0R6,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12032,0.17366,0.17701,NaN,NaN,NaN,NaN,NaN,0.18604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.52074,NaN,0.5933,NaN,NaN,NaN,2.6474,5.1064,4.2946,5.8332,5.0468,2.353,1.505,0.82725,NaN,NaN,NaN,NaN,NaN,NaN,0.57384,NaN,NaN,NaN
Q9H0S4-2,3,NaN,NaN,2.8866,6.2192,7.4411,4.2195,2.8887,6.1731,3.2557,2.341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H0U4,3,3.0059,4.8475,6.5163,7.0904,NaN,3.0399,2.9201,NaN,NaN,1.5405,1.857,NaN,NaN,NaN,1.1692,1.1134,1.0973,1.0003,NaN,NaN,NaN,NaN,0.85841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.21642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2268,1.6348,NaN,NaN,NaN,NaN,NaN,NaN,1.5346,NaN,NaN,NaN
Q9H0U6,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3119,4.0668,4.8163,3.2141,3.5026,1.9251,NaN,0.48568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H147,3,NaN,1.7074,4.1749,2.0921,4.1788,2.2759,1.6421,4.0858,2.7277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H1A4,3,NaN,1.3125,1.6573,3.2389,2.3343,3.684,2.4815,1.4441,1.2135,NaN,NaN,NaN,0.49345,1.3751,0.73766,1.1987,1.6976,2.1334,1.3242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H1B7,3,0.27069,NaN,NaN,NaN,NaN,NaN,NaN,0.52311,NaN,0.84492,0.77582,NaN,1.3142,1.8104,2.0773,2.4577,2.3835,2.5564,1.7344,NaN,NaN,NaN,3.0468,2.628,2.4105,3.6855,NaN,3.2803,2.3676,2.1112,2.4785,1.781,1.6072,1.5706,NaN,0.93399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.35262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H1E3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.44262,NaN,NaN,NaN
Q9H1Y0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.56423,NaN,1.3692,NaN,3.6572,3.7583,1.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2377,3.1268,2.5941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.8982,NaN,NaN,NaN
Q9H223,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H267,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.65628,NaN,0.87845,0.54823,NaN,NaN,NaN,NaN,2.1732,3.4428,2.9236,5.577,7.7854,6.5055,4.3396
Q9H270,3,NaN,1.2469,NaN,2.1431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3286,1.5543,NaN,1.9665,2.7152,2.2602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H2C0,3,NaN,1.0055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.46088,NaN,NaN,NaN,NaN,0.52626,0.51883,NaN,NaN,NaN,0.4337,NaN,0.58495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.70893,NaN,NaN,NaN,NaN,NaN,1.2639,NaN,NaN,NaN,NaN,NaN,3.6092,2.6367,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H2G2,3,0.30327,0.11183,NaN,0.29197,NaN,0.67999,0.51094,0.31826,0.27643,0.19022,0.25083,0.42678,0.44703,0.33412,0.28218,0.29477,0.3629,0.43002,0.51503,0.84086,0.91433,1.2561,1.4544,2.9095,5.154,7.5408,7.0083,10.411,6.6217,3.8703,2.1195,0.96106,0.4443,0.3321,0.22585,0.21042,0.23808,NaN,0.22664,0.71854,0.18084,NaN,0.15796,NaN,0.16861,NaN,NaN,NaN,NaN,NaN,NaN,0.50659,NaN,NaN,0.13315
Q9H2J4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.26124,1.3103,0.26372,0.4741,1.4617,3.2014,2.3949,4.0417,3.383,2.5276,NaN,NaN,NaN,NaN,0.16454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H2K8,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.4011,4.5153,4.5218,2.5199,2.4042,3.8751,4.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H2M9,3,NaN,NaN,1.3505,NaN,NaN,NaN,1.2054,1.4396,1.0147,1.1645,NaN,NaN,NaN,NaN,NaN,0.84595,0.75818,0.79783,NaN,0.69031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.469,2.6596,2.829,3.6543,4.3344,2.4697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H2P0,3,NaN,NaN,2.8259,4.6503,2.8499,2.929,2.3055,2.1198,1.9858,1.0728,1.8219,NaN,NaN,1.0609,NaN,0.48103,0.76337,0.19996,0.35733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.51841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H2P9-3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0948,4.4829,6.8243
Q9H2U2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.8614
Q9H2W6,3,0.44913,NaN,NaN,NaN,NaN,NaN,1.4097,1.2203,2.1929,2.258,3.126,3.3185,2.9622,2.7263,2.5093,1.1443,0.50729,NaN,NaN,NaN,NaN,NaN,NaN,0.1479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H307,3,4.6892,5.6022,3.4847,2.3181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H3H1-4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2137,2.5108,NaN,NaN,NaN,NaN,2.3284,3.2046,3.9632,4.5123,3.5842,2.0385,2.5627,NaN,NaN,NaN,NaN,NaN
Q9H3K6,3,0.35821,0.88602,1.4549,1.0731,1.2276,0.69965,0.65645,0.74105,0.75902,0.55141,0.62846,NaN,0.29533,NaN,NaN,0.60037,0.72071,0.5786,0.59395,NaN,NaN,NaN,NaN,NaN,0.91734,NaN,NaN,NaN,0.59457,0.84948,1.1815,0.84402,1.0965,1.0527,0.8946,1.335,1.0527,1.3086,1.2773,0.95199,0.62936,1.4238,1.3224,1.7473,2.1596,1.6817,1.7886,2.4092,1.9446,2.1511,1.8663,2.1905,1.1838,1.6803,1.1376
Q9H3N1,3,9.5534,7.6538,4.3439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H3P7,3,0.52756,1.3872,1.9051,NaN,NaN,NaN,NaN,NaN,NaN,0.69819,0.62372,0.85965,NaN,NaN,0.45972,0.57016,0.63363,0.68237,0.71332,0.62889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.74569,NaN,1.5147,1.3648,2.0659,5.1228,4.5256,4.052,7.228,2.5914,1.4126,2.2449,3.569,2.2893,1.1206,0.59259,0.72119,0.19222,NaN,NaN,NaN,NaN,NaN
Q9H3R0-3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H3S7,3,0.50565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.63811,NaN,NaN,NaN,1.1836,NaN,1.325,1.3025,2.1649,4.6144,4.6485,2.5619,2.4492,2.6562,2.5777,NaN,1.4265,NaN,NaN,NaN,NaN,NaN,NaN,0.26271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.19639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.21576,NaN,NaN,NaN,NaN
Q9H3U1-2,3,0.4109,0.83013,1.3671,0.48992,NaN,NaN,NaN,NaN,0.57187,0.61607,0.94325,0.90464,0.66383,0.55753,0.56093,0.68837,0.77055,0.68436,0.67546,NaN,0.42174,1.661,0.35108,0.69236,0.80784,1.2038,0.89842,0.73047,0.6382,0.52427,NaN,NaN,0.48438,0.53064,0.49179,0.65424,0.55044,0.79457,1.0246,1.6883,1.4015,1.7272,1.9983,2.2842,2.5866,2.497,3.4808,2.8348,3.9308,2.3728,1.6851,1.3355,NaN,NaN,NaN
Q9H410,3,NaN,1.8165,2.9214,2.8077,2.6987,2.3137,2.9954,3.9675,3.0187,3.8355,4.3045,3.9423,3.2817,NaN,2.122,1.586,1.7439,1.4087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6678,1.9279,1.0918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H444,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0063,11.901,4.4749,NaN
Q9H496,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.029837,NaN,NaN,NaN,NaN,NaN,0.080861,0.087795,NaN,NaN,NaN,NaN,NaN,1.2733,1.176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5057,3.2051,3.1569,NaN,NaN,NaN,0.25333,NaN,0.22323,NaN
