ComplexID	ComplexName	Organism	Synonyms	Cell line	subunits(UniProt IDs)	subunits(Entrez IDs)	Protein complex purification method	GO ID	GO description	FunCat ID	FunCat description	Subunits comment	SWISSPROT organism	subunits(Protein name)	Disease comment	PubMed ID	subunits(Gene name)	Complex comment
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	None	HEK 293 cells	P05386;P05387;P18077;P18124;P26373;P30050;P46778;P46779;P49207;P50914;P56537;P61313;P61353;P61513;P62424;P62888;P62906;P62910;P62913;P84098;Q02543;Q9HCE1;Q9UHA3;Q9UPY3;Q9Y3U8	6176;6181;6165;6129;6137;6136;6144;6158;6164;9045;3692;6138;6155;6168;6130;6156;4736;6161;6135;6143;6142;4343;51187;23405;25873	MI:0071- molecular sieving; MI:0096- pull down	GO:0032774;GO:0006417;GO:0003723	RNA biosynthetic process;regulation of translation;RNA binding	11.02.03.04.05;11.02.03.04.07;11.04.05;12.07;16.03.03	enhancer/silencer interaction;posttranscriptional control;RNA topology;translational control;RNA binding	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	60S acidic ribosomal protein P1;60S acidic ribosomal protein P2;60S ribosomal protein L35a;60S ribosomal protein L7;60S ribosomal protein L13;60S ribosomal protein L12;60S ribosomal protein L21;60S ribosomal protein L28;60S ribosomal protein L34;60S ribosomal protein L14;Eukaryotic translation initiation factor 6;60S ribosomal protein L15;60S ribosomal protein L27;60S ribosomal protein L37a;60S ribosomal protein L7a;60S ribosomal protein L30;60S ribosomal protein L10a;60S ribosomal protein L32;60S ribosomal protein L11;60S ribosomal protein L19;60S ribosomal protein L18a;Putative helicase MOV-10;Probable ribosome biogenesis protein RLP24;Endoribonuclease Dicer;60S ribosomal protein L36	None	17507929	RPLP1;RPLP2;RPL35A;RPL7;RPL13;RPL12;RPL21;RPL28;RPL34;RPL14;EIF6;RPL15;RPL27;RPL37A;RPL7A;RPL30;RPL10A;RPL32;RPL11;RPL19;RPL18A;MOV10;C15orf15;DICER1;RPL36	In mass spectrometric sequencing analyses the authors showed that in addition to RISC subunits they obtained protein sequences corresponding to nearly all subunits of the large (60S) ribosomal particle. The ability of eIF6 to inhibit joining of the 60S and 40S subunits of the ribosome and, thus, to prevent formation of a translationally competent complex, raises the possibility that eIF6 may repress translation by blocking initiation or ribosome recycling.
5381	RNA-induced silencing complex, RISC	Human	TRBP containing complex (DICER, TRBP, AGO2)	HEK 293 cells	Q15633;Q9UKV8;Q9UPY3	6895;27161;23405	MI:0096- pull down; MI:0071- molecular sieving	GO:0032774;GO:0006396;GO:0003723;GO:0005737	RNA biosynthetic process;RNA processing;RNA binding;cytoplasm	11.02.03.04.05;11.02.03.04.07;11.04.05;11.04;16.03.03;70.03	enhancer/silencer interaction;posttranscriptional control;RNA topology;RNA processing;RNA binding;cytoplasm	None	Homo sapiens;Homo sapiens;Homo sapiens	RISC-loading complex subunit TARBP2;Protein argonaute-2;Endoribonuclease Dicer	None	16271387	TARBP2;EIF2C2;DICER1	The authors demonstrated that this complex can cleave target RNA using precursor microRNA (pre-miRNA) hairpin as the source of siRNA.
5382	ARNT-HIF1A complex	Human	None	None	P27540;Q16665	405;3091	MI:0019- coimmunoprecipitation	GO:0016563;GO:0005634	obsolete transcription activator activity;nucleus	11.02.03.04.01;70.10	transcription activation;nucleus	None	Homo sapiens;Homo sapiens	Aryl hydrocarbon receptor nuclear translocator;Hypoxia-inducible factor 1 alpha	None	8663540	ARNT;HIF1A	None
5383	TRIB3-DDIT3 complex	Human	None	None	P35638;Q96RU7	1649;57761	MI:0019- coimmunoprecipitation	GO:2001141;GO:0006355	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated	11.02.03.04	transcriptional control	None	Homo sapiens;Homo sapiens	DNA damage-inducible transcript 3;Tribbles homolog 3	None	15775988	DDIT3;TRIB3	None
5384	RAG1-RAG2 tetramer complex	Human	None	None	P15918;P55895	5896;5897	MI:0004- affinity chromatography technologies	GO:0006310	DNA recombination	10.01.05;10.01.05.03	DNA recombination and DNA repair;DNA recombination	None	Homo sapiens;Homo sapiens	V(D)J recombination-activating protein 1;V(D)J recombination-activating protein 2	None	10373515	RAG1;RAG2	None
5385	GAIT complex	Human	None	None	O60506;P04406;P07814;P40429	10492;2597;2058;23521	MI:0004- affinity chromatography technologies	GO:0006417	regulation of translation	12.07	translational control	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Heterogeneous nuclear ribonucleoprotein Q, ;Glyceraldehyde-3-phosphate dehydrogenase;Bifunctional aminoacyl-tRNA synthetase;60S ribosomal protein L13a	None	15479637	SYNCRIP;GAPDH;EPRS;RPL13A	None
5386	MLL1-WDR5 complex	Human	None	None	O00268;O43451;O75461;P21675;P34932;P49848;P51610;P61964;Q03164;Q15291;Q15545;Q16594;Q6PI98;Q7Z3B3;Q8IXM2;Q8IZL8;Q8WWY3;Q96EZ8;Q99496;Q9BVI0;Q9H4L4;Q9H7Z6;Q9HCK8;Q9NXF1;Q9UBL3;Q9Y265;Q9Y4W2	6874;8972;1876;6872;3308;6878;3054;11091;4297;5929;6879;6880;125476;284058;124944;27043;26121;10445;6045;51230;26168;84148;57680;54881;9070;8607;81887	MI:0226- ion exchange chromatography; MI:0007- anti tag coimmunoprecipitation	GO:0006265;GO:0016563;GO:0018126;GO:0006479;GO:0005634	DNA topological change;obsolete transcription activator activity;protein hydroxylation;protein methylation;nucleus	10.01.09.05;11.02.03.04.01;14.07.09;70.10	DNA conformation modification (e.g. chromatin);transcription activation;posttranslational modification of amino acids (e.g. hydroxylation, methylation);nucleus	The apparent size of the MOF-containing MLL1-WDR5 complex is around 1.5 MDa.	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Transcription initiation factor TFIID subunit 4;Maltase-glucoamylase, intestinal;Transcription factor E2F6;Transcription initiation factor TFIID subunit 1;Heat shock 70 kDa protein 4;Transcription initiation factor TFIID subunit 6;Host cell factor;WD repeat-containing protein 5;Histone-lysine N-methyltransferase HRX;Retinoblastoma-binding protein 5;Transcription initiation factor TFIID subunit 7;Transcription initiation factor TFIID subunit 9;INO80 complex subunit C;Uncharacterized protein KIAA1267;Uncharacterized potential DNA-binding protein C17orf49;Proline-, glutamic acid- and leucine-rich protein 1;U4/U6 small nuclear ribonucleoprotein Prp31;Microspherule protein 1;E3 ubiquitin-protein ligase RING2;PHD finger protein 20;Sentrin-specific protease 3;Probable histone acetyltransferase MYST1;Chromodomain-helicase-DNA-binding protein 8;Testis-expressed sequence 10 protein;Set1/Ash2 histone methyltransferase complex subunit ASH2;RuvB-like 1;LAS1-like protein	The MLL1 subunit is the product of a protooncogene that was first detected through chromosomal translocations directly associated with aggressive lymphoid and myeloid acute leukemias, especially among infants.	15960975	TAF4;MGAM;E2F6;TAF1;HSPA4;TAF6;HCFC1;WDR5;MLL;RBBP5;TAF7;TAF9;C18orf37;KIAA1267;C17orf49;PELP1;PRPF31;MCRS1;RNF2;PHF20;SENP3;MYST1;CHD8;TEX10;ASH2L;RUVBL1;LAS1L	The MLL1-WDR5 complex has a robust MLL1-mediated histone methyltransferase activity that can effect mono-, di-, and trimethylation of H3 K4 and a MOF-mediated histone acetyltransferase activity that is specific for H4 K16. Both activities are required for optimal transcription activation on a chromatin template in vitro and on an endogenous MLL1 target gene, Hox a9, in vivo.
5388	SERPINA1-ELA2 complex	Human	None	None	P01009;P08246	5265;1991	MI:0107- surface plasmon resonance	GO:0016485	protein processing	14.07.11;18.01.05	protein processing (proteolytic);regulation by processing	None	Homo sapiens;Homo sapiens	Alpha-1-antitrypsin;Leukocyte elastase	None	15131125	SERPINA1;ELA2	None
5389	SERPINA3-CTSG complex	Human	None	None	P01011;P08311	12;1511	MI:0107- surface plasmon resonance	GO:0016485	protein processing	14.07.11;18.01.05	protein processing (proteolytic);regulation by processing	None	Homo sapiens;Homo sapiens	Alpha-1-antichymotrypsin;Cathepsin G	None	15131125	SERPINA3;CTSG	None
5391	SERPINA1-CTSG complex	Human	None	None	P01009;P08311	5265;1511	MI:0107- surface plasmon resonance	GO:0016485	protein processing	14.07.11;18.01.05	protein processing (proteolytic);regulation by processing	None	Homo sapiens;Homo sapiens	Alpha-1-antitrypsin;Cathepsin G	None	15131125	SERPINA1;CTSG	None
5400	BRCC complex	Human	None	None	P38398;P46736;P51587;Q06609;Q9NXR7	672;79184;675;5888;9577	MI:0004- affinity chromatography technologies	GO:0006281;GO:0000075;GO:0016567;GO:0016579;GO:0006974;GO:0005634	DNA repair;cell cycle checkpoint;protein ubiquitination;protein deubiquitination;cellular response to DNA damage stimulus;nucleus	10.01.05;10.01.05.01;10.03.01.03;14.07.05;32.01.09;70.10	DNA recombination and DNA repair;DNA repair;cell cycle checkpoints (checkpoints of morphogenesis, DNA-damage,-replication, mitotic phase and spindle);modification by ubiquitination, deubiquitination;DNA damage response;nucleus	None	Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens	Breast cancer type 1 susceptibility protein;Lys-63-specific deubiquitinase BRCC36;Breast cancer type 2 susceptibility protein;DNA repair protein RAD51 homolog 1, ;BRCA1-A complex subunit BRE	BRCA1 or BRCA2 genes and their deleterious alleles are involved in breast cancer and ovarian cancer.	14636569	BRCA1;BRCC3;BRCA2;RAD51;BRE	BRCC may not play a direct role in DNA repair, but through its E3 ubiquitin ligase activity BRCC can regulate factors involved in DNA repair. BRE and BRCC36 are regulatory subunits modulating the ligase activity of the BRCC complex.
5401	PLEKHM2-KIF5B complex	Human	SKIP-kinesin complex	HeLa cells	P33176;Q8IWE5	3799;23207	MI:0096- pull down	GO:0006928	movement of cell or subcellular component	02.45.11;34.05	conversion to kinetic energy (e.g. movement);cell motility	None	Homo sapiens;Homo sapiens	Kinesin-1 heavy chain;Pleckstrin homology domain-containing family M member 2	None	15905402	KIF5B;PLEKHM2	During Salmonella typhimurium infection SKIP acts as an essential mediator of SifA (a S. thyphimurium protein, required for the formation of Salmonella-induced filaments). A dynamic process of kinesin recruitment in Salmonella-infected cells is mediated by the secretion of unidentified SPI-2 TTSS effectors and is down-regulated by the SifA-mediated recruitment of SKIP on membranes. The authors suggest that S. typhimurium is able to fine-tune the SCV-associated kinesin motor activity by regulating the secretion of its own effector proteins.
5402	Cdk5-Cdk5r1-Pctk1 complex	Mouse	None	None	P49615;P61809;Q04735	12568;12569;18555	MI:0096- pull down	GO:0019209	kinase activator activity	18.02.01.01.05	kinase activator	None	Mus musculus;Mus musculus;Mus musculus	Cell division protein kinase 5;Cyclin-dependent kinase 5 activator 1;Serine/threonine-protein kinase PCTAIRE-1	None	12084709	Cdk5;Cdk5r1;Pctk1	The authors show that Pctaire1 can be phosphorylated by the Cdk5/p25 complex, and serine 95 is the major phosphorylation site. In brain and muscle of Cdk5 None mice, Pctaire1 activity is significantly reduced.
5404	Myod1-Tcf3 complex	Mouse	None	None	P10085;P15806	17927;21423	MI:0413- electrophoretic mobility shift assay	GO:2001141;GO:0006355;GO:0003677;GO:0007519	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding;skeletal muscle tissue development	11.02.03.04;16.03.01;41.05.15;45.03.12.01	transcriptional control;DNA binding;myogenesis;striated muscle	None	Mus musculus;Mus musculus	Myoblast determination protein 1;Transcription factor E2-alpha	None	15719023	Myod1;Tcf3	None
5405	Myod1 homodimer complex	Mouse	None	None	P10085	17927	MI:0053- fluorescence polarization spectroscopy	GO:0016563;GO:0003677	obsolete transcription activator activity;DNA binding	11.02.03.04.01;16.03.01	transcription activation;DNA binding	None	Mus musculus	Myoblast determination protein 1	None	9184158	Myod1	None
5406	Myod1-Tcf3 complex	Mouse	None	None	P10085;P15806	17927;21423	MI:0053- fluorescence polarization spectroscopy	GO:0003677;GO:0007519	DNA binding;skeletal muscle tissue development	16.03.01;41.05.15;45.03.12.01	DNA binding;myogenesis;striated muscle	None	Mus musculus;Mus musculus	Myoblast determination protein 1;Transcription factor E2-alpha	None	9184158	Myod1;Tcf3	None
5407	NGF-TrkA complex	Human	None	None	P01138;P04629	4803;4914	MI:0114- x-ray crystallography	GO:0007169;GO:0022008;GO:0048699;GO:0007399	transmembrane receptor protein tyrosine kinase signaling pathway;neurogenesis;generation of neurons;nervous system development	30.05.01.12;41.05.13;45.03.17;47.03.01	transmembrane receptor protein tyrosine kinase signalling pathways;neurogenesis;nervous tissue;nervous system	None	Homo sapiens;Homo sapiens	Beta-nerve growth factor;High affinity nerve growth factor receptor	None	10490030	NGF;NTRK1	None
5408	Neurotrophin-3-p75 complex	Human	None	None	P08138;P20783	4804;4908	MI:0114- x-ray crystallography	GO:0007169;GO:0022008;GO:0048699;GO:0007399	transmembrane receptor protein tyrosine kinase signaling pathway;neurogenesis;generation of neurons;nervous system development	30.05.01.12;41.05.13;45.03.17;47.03.01	transmembrane receptor protein tyrosine kinase signalling pathways;neurogenesis;nervous tissue;nervous system	None	Homo sapiens;Homo sapiens	Tumor necrosis factor receptor superfamily member 16;Neurotrophin-3	None	18596692	NGFR;NTF3	None
5409	TIAM1-GRIN1 complex	Human	None	None	Q05586;Q13009	2902;7074	MI:0019- coimmunoprecipitation	GO:0000902;GO:0016049;GO:0030182	cell morphogenesis;cell growth;neuron differentiation	40.01;40.01.03.01;43.03.13	cell growth / morphogenesis;regulation of directional cell growth;neuron	None	Homo sapiens;Homo sapiens	Glutamate [NMDA] receptor subunit zeta-1;T-lymphoma invasion and metastasis-inducing protein 1	None	15721239	GRIN1;TIAM1	None
5411	EDG1-HTR1D complex	Human	None	None	P21453;P28221	1901;3352	MI:0019- coimmunoprecipitation	GO:0005515	protein binding	16.01;18.01.07	protein binding;regulation by binding / dissociation	None	Homo sapiens;Homo sapiens	Sphingosine 1-phosphate receptor 1;5-hydroxytryptamine receptor 1D	None	11854302	EDG1;HTR1D	None
5412	HTR1D  homodimer complex	Human	None	None	P28221	3352	MI:0019- coimmunoprecipitation	GO:0005515	protein binding	16.01;18.01.07	protein binding;regulation by binding / dissociation	None	Homo sapiens	5-hydroxytryptamine receptor 1D	None	11854302	HTR1D	None
5414	HTR1A-HTR1D complex	Human	None	None	P08908;P28221	3350;3352	MI:0019- coimmunoprecipitation	GO:0005515	protein binding	16.01;18.01.07	protein binding;regulation by binding / dissociation	None	Homo sapiens;Homo sapiens	5-hydroxytryptamine receptor 1A;5-hydroxytryptamine receptor 1D	None	11854302	HTR1A;HTR1D	None
5415	HTR1B homodimer complex	Human	None	None	P28222	3351	MI:0019- coimmunoprecipitation	GO:0005515	protein binding	16.01;18.01.07	protein binding;regulation by binding / dissociation	None	Homo sapiens	5-hydroxytryptamine receptor 1B	None	11854302	HTR1B	None
5416	HTR1A-HTR1B complex	Human	None	None	P08908;P28222	3350;3351	MI:0019- coimmunoprecipitation	GO:0005515	protein binding	16.01;18.01.07	protein binding;regulation by binding / dissociation	None	Homo sapiens;Homo sapiens	5-hydroxytryptamine receptor 1A;5-hydroxytryptamine receptor 1B	None	11854302	HTR1A;HTR1B	None
5417	HTR1D-HTR1B complex	Human	None	None	P28221;P28222	3352;3351	MI:0019- coimmunoprecipitation	GO:0005515	protein binding	16.01;18.01.07	protein binding;regulation by binding / dissociation	None	Homo sapiens;Homo sapiens	5-hydroxytryptamine receptor 1D;5-hydroxytryptamine receptor 1B	None	11854302	HTR1D;HTR1B	None
5418	GABBR2-HTR1A complex	Human	None	None	O75899;P08908	9568;3350	MI:0019- coimmunoprecipitation	GO:0005515	protein binding	16.01;18.01.07	protein binding;regulation by binding / dissociation	None	Homo sapiens;Homo sapiens	Gamma-aminobutyric acid type B receptor subunit 2;5-hydroxytryptamine receptor 1A	None	11854302	GABBR2;HTR1A	None
5419	HTR1A-GPR26 complex	Human	None	None	P08908;Q8NDV2	3350;2849	MI:0019- coimmunoprecipitation	GO:0005515	protein binding	16.01;18.01.07	protein binding;regulation by binding / dissociation	None	Homo sapiens;Homo sapiens	5-hydroxytryptamine receptor 1A;Probable G-protein coupled receptor 26	None	11854302	HTR1A;GPR26	None
5420	HTR1A-EDG3 complex	Human	None	None	P08908;Q99500	3350;1903	MI:0019- coimmunoprecipitation	GO:0005515	protein binding	16.01;18.01.07	protein binding;regulation by binding / dissociation	None	Homo sapiens;Homo sapiens	5-hydroxytryptamine receptor 1A;Sphingosine 1-phosphate receptor 3	None	11854302	HTR1A;EDG3	None
5421	HTR1A homodimer complex	Human	None	None	P08908	3350	MI:0019- coimmunoprecipitation	GO:0005515	protein binding	16.01;18.01.07	protein binding;regulation by binding / dissociation	None	Homo sapiens	5-hydroxytryptamine receptor 1A	None	11854302	HTR1A	None
5422	HTR1A-EDG1 complex	Human	None	None	P08908;P21453	3350;1901	MI:0019- coimmunoprecipitation	GO:0005515	protein binding	16.01;18.01.07	protein binding;regulation by binding / dissociation	None	Homo sapiens;Homo sapiens	5-hydroxytryptamine receptor 1A;Sphingosine 1-phosphate receptor 1	None	11854302	HTR1A;EDG1	None
5423	HSP70-BAG5-PARK2 complex	Human	None	HEK 293T cells	O60260;P08107;P34932;Q9UL15	5071;None;3308;9529	MI:0096- pull down; MI:0019- coimmunoprecipitation	GO:0050821;GO:0006457;GO:0030234;GO:0050790	protein stabilization;protein folding;enzyme regulator activity;regulation of catalytic activity	14.01;14;18.02.01	protein folding and stabilization;PROTEIN FATE (folding, modification, destination);enzymatic activity regulation / enzyme regulator	None	;Homo sapiens;Homo sapiens;Homo sapiens	E3 ubiquitin-protein ligase parkin;Heat shock 70 kDa protein 1;Heat shock 70 kDa protein 4;BAG family molecular chaperone regulator 5,	None	15603737	PARK2;HSPA1A;HSPA4;BAG5	The authors show that within this complex, BAG5 inhibits both parkin E3 ubiquitin ligase activity and Hsp70-mediated refolding of misfolded proteins.
